"","Country","Year","Total.Gov.Education.Invest.Percent.of.GDP","Total.Gov.Exp.Percent.of.TotalExpenses","Expenditure.Per.Primary.Student","Expenditure.Per.Secondary.Student","Expenditure.Per.Tertiary.Student","Literacy.Rate.Adults","Popul.Between.0.and.14","School.Enrollment.Primary","School.Enrollment.Secondary","School.Enrollment.Tertiary"
"949","Russian Federation","1964",NA,NA,NA,NA,NA,NA,29.883,NA,NA,NA
"950","Russian Federation","1965",NA,NA,NA,NA,NA,NA,29.437,NA,NA,NA
"951","Russian Federation","1966",NA,NA,NA,NA,NA,NA,28.857,NA,NA,NA
"952","Russian Federation","1967",NA,NA,NA,NA,NA,NA,28.235,NA,NA,NA
"953","Russian Federation","1968",NA,NA,NA,NA,NA,NA,27.577,NA,NA,NA
"954","Russian Federation","1969",NA,NA,NA,NA,NA,NA,26.897,NA,NA,NA
"955","Russian Federation","1970",NA,NA,NA,NA,NA,NA,26.217,NA,NA,45.598
"956","Russian Federation","1971",NA,NA,NA,NA,NA,NA,25.423,104.593,92.823,45.265
"957","Russian Federation","1972",NA,NA,NA,NA,NA,NA,24.752,101.435,NA,44.672
"958","Russian Federation","1973",NA,NA,NA,NA,NA,NA,24.164,99.955,NA,44.175
"959","Russian Federation","1974",NA,NA,NA,NA,NA,NA,23.598,98.996,NA,43.741
"960","Russian Federation","1975",NA,NA,NA,NA,NA,NA,23.031,98.961,NA,43.543
"961","Russian Federation","1976",NA,NA,NA,NA,NA,NA,22.746,99.992,96.26,43.589
"962","Russian Federation","1977",NA,NA,NA,NA,NA,NA,22.349,101.932,NA,43.907
"963","Russian Federation","1978",NA,NA,NA,NA,NA,NA,21.94,104.307,NA,44.229
"964","Russian Federation","1979",NA,NA,NA,NA,NA,NA,21.658,105.719,NA,44.62
"965","Russian Federation","1980",NA,NA,NA,NA,NA,NA,21.563,105.795,NA,45.224
"966","Russian Federation","1981",NA,NA,NA,NA,NA,NA,21.54,102.978,97.958,46.057
"967","Russian Federation","1982",NA,NA,NA,NA,NA,NA,21.713,102.438,NA,47.029
"968","Russian Federation","1983",NA,NA,NA,NA,NA,NA,22.01,101.737,NA,48.281
"969","Russian Federation","1984",NA,NA,NA,NA,NA,NA,22.302,102.179,NA,49.83
"970","Russian Federation","1985",NA,NA,NA,NA,NA,NA,22.52,103.713,NA,52.018
"971","Russian Federation","1986",NA,NA,NA,NA,NA,NA,22.763,104.967,99.965,53.905
"972","Russian Federation","1987",NA,NA,NA,NA,NA,NA,22.927,107.643,100.176,55.683
"973","Russian Federation","1988",NA,NA,NA,NA,NA,NA,23.004,108.611,99.951,56.17
"974","Russian Federation","1989",NA,NA,NA,NA,NA,97.986,22.997,108.004,98.587,55.812
"975","Russian Federation","1990",NA,NA,NA,NA,NA,NA,22.898,107.991,97.637,55.002
"976","Russian Federation","1991",NA,NA,NA,NA,NA,NA,22.835,110.34,96.177,52.46
"977","Russian Federation","1992",NA,NA,NA,NA,NA,NA,22.591,110.441,94.274,49.761
"978","Russian Federation","1993",NA,NA,NA,NA,NA,NA,22.221,109.481,92.068,46.393
"979","Russian Federation","1994",NA,NA,NA,NA,NA,NA,21.805,107.176,90.77,44.464
"980","Russian Federation","1995",NA,NA,NA,NA,NA,NA,21.38,107.871,91.141,43.133
"981","Russian Federation","1996",NA,NA,NA,NA,NA,NA,20.696,108.483,91.475,44.722
"982","Russian Federation","1997",NA,NA,NA,NA,NA,NA,20.134,106.322,91.301,46.243
"983","Russian Federation","1998",NA,NA,NA,NA,NA,NA,19.602,103.748,92.08,48.399
"984","Russian Federation","1999",NA,NA,NA,NA,NA,NA,18.982,102.947,92.391,51.887
"985","Russian Federation","2000",2.94,8.952,NA,NA,10.969,NA,18.245,102.791,NA,55.8
"986","Russian Federation","2001",3.106,9.213,NA,NA,10.955,NA,17.649,106.083,NA,61.567
"987","Russian Federation","2002",3.835,10.584,NA,NA,11.908,99.441,16.945,113.946,NA,66.858
"988","Russian Federation","2003",3.679,10.532,NA,NA,11.435,NA,16.22,121.051,91.508,70.67
"989","Russian Federation","2004",3.548,11.176,NA,NA,10.871,NA,15.606,NA,85.316,70.592
"990","Russian Federation","2005",3.772,11.951,NA,NA,12.661,NA,15.174,95.226,82.911,72.566
"991","Russian Federation","2006",3.866,12.426,NA,NA,13.21,NA,14.923,94.999,82.708,72.797
"992","Russian Federation","2007",NA,NA,NA,NA,NA,NA,14.769,95.681,82.95,74.021
"993","Russian Federation","2008",4.102,11.959,NA,NA,14.326,NA,14.725,97.585,83.127,74.896
"994","Russian Federation","2009",NA,NA,NA,NA,NA,NA,14.78,99.362,84.772,75.327
"995","Russian Federation","2010",NA,NA,NA,NA,NA,99.684,14.927,NA,NA,NA
"996","Russian Federation","2011",NA,NA,NA,NA,NA,NA,15.167,101.076,91.828,76.185
"997","Russian Federation","2012",3.79,11.147,NA,NA,15.248,NA,15.543,101.021,95.607,75.907
"998","Russian Federation","2013",3.756,10.862,NA,NA,16.454,NA,15.999,99.77,97.683,77.85
"999","Russian Federation","2014",4.005,11.489,NA,NA,NA,NA,16.46,97.694,98.816,78.463
"1000","Russian Federation","2015",3.833,10.869,NA,NA,18.778,NA,16.877,99.073,102.18,79.938
"1001","Russian Federation","2016",3.743,10.985,NA,NA,19.822,NA,17.291,99.814,102.397,80.633
"1002","Russian Federation","2017",NA,NA,NA,NA,NA,NA,17.634,102.582,103.385,81.909
"1003","Russian Federation","2018",NA,NA,NA,NA,NA,99.73,17.914,NA,NA,NA
"1004","Saudi Arabia","1960",NA,NA,NA,NA,NA,NA,43.145,NA,NA,NA
"1005","Saudi Arabia","1961",NA,NA,NA,NA,NA,NA,43.324,NA,NA,NA
"1006","Saudi Arabia","1962",NA,NA,NA,NA,NA,NA,43.429,NA,NA,NA
"1007","Saudi Arabia","1963",NA,NA,NA,NA,NA,NA,43.497,NA,NA,NA
"1008","Saudi Arabia","1964",NA,NA,NA,NA,NA,NA,43.562,NA,NA,NA
"1009","Saudi Arabia","1965",NA,NA,NA,NA,NA,NA,43.636,NA,NA,NA
"1010","Saudi Arabia","1966",NA,NA,NA,NA,NA,NA,43.797,NA,NA,NA
"1011","Saudi Arabia","1967",NA,NA,NA,NA,NA,NA,43.915,NA,NA,NA
"1012","Saudi Arabia","1968",NA,NA,NA,NA,NA,NA,44.011,NA,NA,NA
"1013","Saudi Arabia","1969",NA,NA,NA,NA,NA,NA,44.109,NA,NA,NA
"1014","Saudi Arabia","1970",NA,NA,NA,NA,NA,NA,44.225,NA,NA,NA
"1015","Saudi Arabia","1971",NA,NA,NA,NA,NA,NA,44.253,NA,NA,1.609
"1016","Saudi Arabia","1972",NA,NA,NA,NA,NA,NA,44.266,NA,NA,1.717
"1017","Saudi Arabia","1973",NA,NA,NA,NA,NA,NA,44.269,NA,NA,1.965
"1018","Saudi Arabia","1974",NA,NA,NA,NA,NA,NA,44.255,NA,NA,2.463
"1019","Saudi Arabia","1975",NA,NA,NA,NA,NA,NA,44.223,NA,NA,3.124
"1020","Saudi Arabia","1976",NA,NA,NA,NA,NA,NA,44.113,NA,NA,3.991
"1021","Saudi Arabia","1977",NA,NA,NA,NA,NA,NA,43.951,NA,NA,4.667
"1022","Saudi Arabia","1978",NA,NA,NA,NA,NA,NA,43.786,NA,NA,5.953
"1023","Saudi Arabia","1979",NA,NA,NA,NA,NA,NA,43.672,57.913,27.419,6.117
"1024","Saudi Arabia","1980",NA,NA,NA,NA,NA,NA,43.626,NA,NA,6.514
"1025","Saudi Arabia","1981",3.89,NA,NA,NA,NA,NA,43.29,NA,NA,7.348
"1026","Saudi Arabia","1982",4.143,NA,NA,NA,NA,NA,43.011,NA,NA,7.651
"1027","Saudi Arabia","1983",5.978,NA,NA,NA,NA,NA,42.767,NA,NA,8.244
"1028","Saudi Arabia","1984",6.11,NA,NA,NA,NA,NA,42.503,NA,NA,8.278
"1029","Saudi Arabia","1985",NA,NA,NA,NA,NA,NA,42.192,NA,NA,9.234
"1030","Saudi Arabia","1986",6.255,NA,NA,NA,NA,NA,42.267,NA,NA,9.81
"1031","Saudi Arabia","1987",NA,NA,NA,NA,NA,NA,42.213,NA,NA,9.276
"1032","Saudi Arabia","1988",NA,NA,NA,NA,NA,NA,42.139,NA,NA,NA
"1033","Saudi Arabia","1989",NA,NA,NA,NA,NA,NA,42.084,NA,NA,8.75
"1034","Saudi Arabia","1990",NA,NA,NA,NA,NA,NA,42.005,NA,NA,9.541
"1035","Saudi Arabia","1991",5.779,14.713,NA,NA,NA,NA,42.161,NA,NA,10.385
"1036","Saudi Arabia","1992",5.145,14.722,NA,NA,NA,70.822,42.285,NA,NA,11.351
"1037","Saudi Arabia","1993",5.999,14.574,NA,NA,NA,NA,42.295,NA,NA,13.716
"1038","Saudi Arabia","1994",6.344,16.813,NA,NA,NA,NA,42.126,NA,NA,14.513
"1039","Saudi Arabia","1995",5.692,16.845,NA,NA,NA,NA,41.772,NA,NA,16.78
"1040","Saudi Arabia","1996",4.944,15.252,NA,NA,NA,NA,40.902,NA,NA,17.578
"1041","Saudi Arabia","1997",4.377,12.296,NA,NA,NA,NA,40.036,NA,NA,17.323
"1042","Saudi Arabia","1998",8.281,23.982,NA,NA,93.943,NA,39.289,NA,NA,17.505
"1043","Saudi Arabia","1999",7.072,23.329,NA,NA,NA,NA,38.717,NA,NA,20.972
"1044","Saudi Arabia","2000",5.91,17.837,NA,NA,NA,79.351,38.272,NA,NA,22.321
"1045","Saudi Arabia","2001",7.719,20.896,NA,NA,NA,NA,37.307,NA,NA,23.828
"1046","Saudi Arabia","2002",7.637,21.294,NA,NA,NA,NA,36.401,NA,NA,23.473
"1047","Saudi Arabia","2003",7.105,21.455,NA,NA,NA,NA,35.539,NA,NA,26.913
"1048","Saudi Arabia","2004",6.277,20.189,NA,NA,NA,82.858,34.698,NA,NA,28.71
"1049","Saudi Arabia","2005",5.431,19.292,NA,NA,NA,NA,33.874,95.702,87.439,29.543
"1050","Saudi Arabia","2006",5.891,21.604,NA,NA,NA,NA,32.986,NA,NA,30.331
"1051","Saudi Arabia","2007",NA,NA,17.709,17.65,NA,NA,32.08,100.438,90.532,30.411
"1052","Saudi Arabia","2008",5.138,19.257,NA,NA,NA,NA,31.203,102.72,NA,30.802
"1053","Saudi Arabia","2009",NA,NA,NA,NA,NA,NA,30.407,104.669,94.787,31.56
"1054","Saudi Arabia","2010",NA,NA,NA,NA,NA,NA,29.703,106.622,NA,36.627
"1055","Saudi Arabia","2011",NA,NA,NA,NA,NA,NA,28.71,106.621,NA,40.416
"1056","Saudi Arabia","2012",NA,NA,NA,NA,NA,NA,27.84,110.061,NA,46.675
"1057","Saudi Arabia","2013",NA,NA,NA,NA,NA,94.426,27.081,116.416,114.683,52.236
"1058","Saudi Arabia","2014",NA,NA,NA,NA,NA,NA,26.413,119.033,117.835,58.297
"1059","Saudi Arabia","2015",NA,NA,NA,NA,NA,NA,25.823,121.451,NA,61.056
"1060","Saudi Arabia","2016",NA,NA,NA,NA,NA,NA,25.525,116.942,NA,67.336
"1061","Saudi Arabia","2017",NA,NA,NA,NA,NA,95.329,25.259,NA,NA,69.698
"1062","Saudi Arabia","2018",NA,NA,NA,NA,NA,NA,25.043,99.77,NA,68.04
"1063","Turkey","1960",NA,NA,NA,NA,NA,NA,41.902,NA,NA,NA
"1064","Turkey","1961",NA,NA,NA,NA,NA,NA,42.102,NA,NA,NA
"1065","Turkey","1962",NA,NA,NA,NA,NA,NA,42.33,NA,NA,NA
"1066","Turkey","1963",NA,NA,NA,NA,NA,NA,42.522,NA,NA,NA
"1067","Turkey","1964",NA,NA,NA,NA,NA,NA,42.589,NA,NA,NA
"1068","Turkey","1965",NA,NA,NA,NA,NA,NA,42.5,NA,NA,NA
"1069","Turkey","1966",NA,NA,NA,NA,NA,NA,42.507,NA,NA,NA
"1070","Turkey","1967",NA,NA,NA,NA,NA,NA,42.355,NA,NA,NA
"1071","Turkey","1968",NA,NA,NA,NA,NA,NA,42.093,NA,NA,NA
"1072","Turkey","1969",NA,NA,NA,NA,NA,NA,41.798,NA,NA,NA
"1073","Turkey","1970",NA,NA,NA,NA,NA,NA,41.517,NA,NA,NA
"1074","Turkey","1971",NA,NA,NA,NA,NA,NA,41.342,108.134,26.923,5.13
"1075","Turkey","1972",NA,NA,NA,NA,NA,NA,41.167,107.798,28.957,4.902
"1076","Turkey","1973",NA,NA,NA,NA,NA,NA,40.988,108.595,29.629,4.802
"1077","Turkey","1974",NA,NA,NA,NA,NA,NA,40.789,108.126,29.57,5.031
"1078","Turkey","1975",NA,NA,NA,NA,NA,61.628,40.566,107.227,NA,7.01
"1079","Turkey","1976",NA,NA,NA,NA,NA,NA,40.455,107.152,32.625,8.513
"1080","Turkey","1977",NA,NA,NA,NA,NA,NA,40.292,105.759,34.584,9.181
"1081","Turkey","1978",4.348,NA,NA,NA,NA,NA,40.093,102.727,36.444,8.973
"1082","Turkey","1979",2.915,NA,NA,NA,NA,NA,39.875,102.659,36.554,8.282
"1083","Turkey","1980",NA,NA,NA,NA,NA,65.694,39.645,NA,38.452,6.671
"1084","Turkey","1981",2.208,NA,NA,NA,NA,NA,39.393,99.844,37.564,5.733
"1085","Turkey","1982",1.755,NA,NA,NA,NA,NA,39.118,101.365,38.359,5.799
"1086","Turkey","1983",2.648,NA,NA,NA,NA,NA,38.812,102.472,38.91,6.293
"1087","Turkey","1984",2.029,NA,NA,NA,NA,NA,38.458,108.354,40.403,7.328
"1088","Turkey","1985",1.738,NA,NA,NA,NA,75.968,38.052,107.123,NA,8.943
"1089","Turkey","1986",1.51,NA,NA,NA,NA,NA,37.712,107.597,44.56,9.872
"1090","Turkey","1987",NA,NA,NA,NA,NA,NA,37.298,107.171,46.001,10.385
"1091","Turkey","1988",NA,NA,NA,NA,NA,NA,36.827,108.618,47.979,10.745
"1092","Turkey","1989",NA,NA,NA,NA,NA,NA,36.321,105.676,50.273,11.681
"1093","Turkey","1990",NA,NA,NA,NA,NA,79.232,35.793,106.028,50.945,13.148
"1094","Turkey","1991",NA,NA,NA,NA,NA,NA,35.255,105.622,52.765,14.042
"1095","Turkey","1992",NA,NA,NA,NA,NA,NA,34.709,105.338,54.449,14.84
"1096","Turkey","1993",3.365,NA,NA,NA,NA,NA,34.154,102.547,57.948,16.558
"1097","Turkey","1994",3.425,NA,NA,NA,NA,NA,33.591,99.982,59.617,20.099
"1098","Turkey","1995",2.251,NA,NA,NA,NA,NA,33.03,99.595,62.297,20.281
"1099","Turkey","1996",NA,NA,NA,NA,NA,NA,32.513,NA,NA,NA
"1100","Turkey","1997",NA,NA,NA,NA,NA,NA,32.019,99.537,61.958,23.987
"1101","Turkey","1998",0,NA,NA,NA,NA,NA,31.542,NA,NA,23.254
"1102","Turkey","1999",2.887,NA,NA,NA,34.245,NA,31.072,103.423,71.694,23.863
"1103","Turkey","2000",2.529,6.376,NA,NA,NA,NA,30.603,103.409,73.6,NA
"1104","Turkey","2001",2.654,5.983,NA,NA,34.094,NA,30.226,105.7,83.781,NA
"1105","Turkey","2002",2.749,6.652,NA,NA,36.042,NA,29.809,106.661,88.294,NA
"1106","Turkey","2003",2.877,7.42,NA,NA,32.147,NA,29.381,103.428,90.089,NA
"1107","Turkey","2004",3.02,8.652,NA,NA,28.613,87.365,28.974,103.287,86.858,NA
"1108","Turkey","2005",NA,NA,NA,NA,NA,88.229,28.6,103.176,83.938,NA
"1109","Turkey","2006",2.751,7.967,NA,NA,25.75,88.119,28.212,102.626,87.903,NA
"1110","Turkey","2007",NA,NA,NA,NA,NA,88.656,27.868,102.905,90.306,NA
"1111","Turkey","2008",NA,NA,NA,NA,NA,NA,27.545,102.504,88.518,NA
"1112","Turkey","2009",NA,NA,NA,NA,NA,90.817,27.223,100.127,80.04,NA
"1113","Turkey","2010",NA,NA,NA,NA,NA,92.661,26.902,101.299,84.283,NA
"1114","Turkey","2011",NA,NA,NA,NA,NA,94.106,26.636,101.05,88.338,NA
"1115","Turkey","2012",NA,NA,NA,NA,NA,94.92,26.377,98.63,85.185,NA
"1116","Turkey","2013",NA,NA,NA,NA,NA,95.257,26.123,107.154,100.484,NA
"1117","Turkey","2014",NA,NA,NA,NA,NA,95.44,25.868,106.313,102.871,NA
"1118","Turkey","2015",NA,NA,NA,NA,NA,95.601,25.6,103.027,102.838,NA
"1119","Turkey","2016",NA,NA,NA,NA,NA,96.167,25.324,100.948,102.74,NA
"1120","Turkey","2017",NA,NA,NA,NA,NA,96.151,25.003,93.155,105.992,NA
"1121","Turkey","2018",NA,NA,NA,NA,NA,NA,24.649,NA,NA,NA
"1122","United States","1960",NA,NA,NA,NA,NA,NA,30.691,NA,NA,NA
"1123","United States","1961",NA,NA,NA,NA,NA,NA,30.803,NA,NA,NA
"1124","United States","1962",NA,NA,NA,NA,NA,NA,30.753,NA,NA,NA
"1125","United States","1963",NA,NA,NA,NA,NA,NA,30.58,NA,NA,NA
"1126","United States","1964",NA,NA,NA,NA,NA,NA,30.343,NA,NA,NA
"1127","United States","1965",NA,NA,NA,NA,NA,NA,30.068,NA,NA,NA
"1128","United States","1966",NA,NA,NA,NA,NA,NA,29.749,NA,NA,NA
"1129","United States","1967",NA,NA,NA,NA,NA,NA,29.396,NA,NA,NA
"1130","United States","1968",NA,NA,NA,NA,NA,NA,29.006,NA,NA,NA
"1131","United States","1969",NA,NA,NA,NA,NA,NA,28.573,NA,NA,NA
"1132","United States","1970",NA,NA,NA,NA,NA,NA,28.097,NA,NA,NA
"1133","United States","1971",NA,NA,NA,NA,NA,NA,27.475,88.861,84.006,47.316
"1134","United States","1972",NA,NA,NA,NA,NA,NA,26.869,88.422,85.029,48.19
"1135","United States","1973",NA,NA,NA,NA,NA,NA,26.263,90.707,NA,48.675
"1136","United States","1974",NA,NA,NA,NA,NA,NA,25.64,89.816,85.378,49.05
"1137","United States","1975",NA,NA,NA,NA,NA,NA,25.005,89.616,85.432,51.09
"1138","United States","1976",NA,NA,NA,NA,NA,NA,24.547,90.442,85.648,54.766
"1139","United States","1977",NA,NA,NA,NA,NA,NA,24.05,90.658,85.75,52.942
"1140","United States","1978",NA,NA,NA,NA,NA,NA,23.545,91.073,85.488,53.408
"1141","United States","1979",NA,NA,NA,NA,NA,NA,23.078,90.616,78.964,52.644
"1142","United States","1980",NA,NA,NA,NA,NA,NA,22.673,98.911,91.314,53.619
"1143","United States","1981",NA,NA,NA,NA,NA,NA,22.351,98.632,89.999,55.737
"1144","United States","1982",NA,NA,NA,NA,NA,NA,22.092,100.482,93.175,57.009
"1145","United States","1983",NA,NA,NA,NA,NA,NA,21.89,99.035,93.249,57.583
"1146","United States","1984",NA,NA,NA,NA,NA,NA,21.729,97.894,95.123,58.403
"1147","United States","1985",NA,NA,NA,NA,NA,NA,21.601,98.233,94.025,58.26
"1148","United States","1986",NA,NA,NA,NA,NA,NA,21.587,99.901,94.969,59.434
"1149","United States","1987",NA,NA,NA,NA,NA,NA,21.592,101.174,95.213,62.095
"1150","United States","1988",NA,NA,NA,NA,NA,NA,21.611,NA,NA,64.808
"1151","United States","1989",NA,NA,NA,NA,NA,NA,21.641,NA,NA,67.573
"1152","United States","1990",NA,NA,NA,NA,NA,NA,21.674,106.033,91.482,71.251
"1153","United States","1991",NA,NA,NA,NA,NA,NA,21.8,105.329,91.533,73.144
"1154","United States","1992",NA,NA,NA,NA,NA,NA,21.91,NA,NA,77.74
"1155","United States","1993",NA,NA,NA,NA,NA,NA,21.989,103.899,96.493,79.376
"1156","United States","1994",NA,NA,NA,NA,NA,NA,22.025,103.115,97.863,79.057
"1157","United States","1995",NA,NA,NA,NA,NA,NA,22.015,104.106,96.674,79.166
"1158","United States","1996",NA,NA,NA,NA,NA,NA,22.047,103.56,96.544,78.797
"1159","United States","1997",NA,NA,NA,NA,NA,NA,22.006,NA,NA,NA
"1160","United States","1998",NA,NA,NA,NA,NA,NA,21.917,102.562,96.465,71.815
"1161","United States","1999",NA,NA,NA,NA,NA,NA,21.812,101.931,94.392,72.71
"1162","United States","2000",NA,NA,NA,NA,NA,NA,21.703,100.73,94.05,67.802
"1163","United States","2001",NA,NA,NA,NA,NA,NA,21.529,101.326,95.151,68.097
"1164","United States","2002",NA,NA,NA,NA,NA,NA,21.396,99.879,94.381,77.908
"1165","United States","2003",NA,NA,NA,NA,NA,NA,21.268,101.114,95.055,80.156
"1166","United States","2004",NA,NA,NA,NA,NA,NA,21.1,101.25,95.113,81.156
"1167","United States","2005",NA,NA,NA,NA,NA,NA,20.881,101.874,95.052,80.635
"1168","United States","2006",NA,NA,NA,NA,NA,NA,20.818,102.201,94.731,83.078
"1169","United States","2007",NA,NA,NA,NA,NA,NA,20.69,103.093,95.079,83.709
"1170","United States","2008",NA,NA,NA,NA,NA,NA,20.525,103.235,94.985,85.01
"1171","United States","2009",NA,NA,NA,NA,NA,NA,20.359,102.212,95.223,87.622
"1172","United States","2010",NA,NA,NA,NA,NA,NA,20.205,100.334,94.846,92.622
"1173","United States","2011",NA,NA,NA,NA,NA,NA,20.025,99.39,95.994,93.907
"1174","United States","2012",NA,NA,NA,NA,NA,NA,19.823,99.165,96.252,93.175
"1175","United States","2013",4.931,13.394,19.719,22.589,NA,NA,19.617,99.455,96.186,88.726
"1176","United States","2014",4.962,13.595,19.789,22.365,NA,NA,19.416,99.673,96.925,88.627
"1177","United States","2015",NA,NA,19.761,NA,NA,NA,19.224,100.3,97.653,88.889
"1178","United States","2016",NA,NA,19.859,22.135,NA,NA,19.023,101.363,98.77,88.835
"1179","United States","2017",NA,NA,NA,NA,NA,NA,18.859,101.821,98.952,88.167
"1180","United States","2018",NA,NA,NA,NA,NA,NA,18.709,NA,NA,NA
