"","Country","Year","Total.Area.Million.KM","Total.Population.Million","GDP.Billions","Foreign.Direct.Investment.Millions","Broad.Money","GDP.Growth","GDP.PerCapita.Growth","GDP.PerCapita","GINI"
"715","Japan","1966",0.378,99.79,105.628,NA,16.26,10.639,9.633,1058.504,NA
"716","Japan","1967",0.378,100.725,123.782,NA,15.496,11.082,10.051,1228.909,NA
"717","Japan","1968",0.378,101.061,146.601,NA,14.828,12.882,12.507,1450.62,NA
"718","Japan","1969",0.378,103.172,172.204,NA,18.504,12.478,10.176,1669.098,NA
"719","Japan","1970",0.378,104.345,212.609,NA,67.392,0.399,-0.73,2037.56,NA
"720","Japan","1971",0.378,105.697,240.152,NA,24.185,4.699,3.36,2272.078,NA
"721","Japan","1972",0.378,107.188,318.031,NA,24.969,8.414,6.905,2967.042,NA
"722","Japan","1973",0.378,108.079,432.083,NA,18.968,8.033,7.142,3997.841,NA
"723","Japan","1974",0.378,110.162,479.626,NA,14.061,-1.225,-3.093,4353.824,NA
"724","Japan","1975",0.378,111.94,521.542,NA,16.965,3.092,1.454,4659.12,NA
"725","Japan","1976",0.378,112.771,586.162,NA,15.505,3.975,3.209,5197.807,NA
"726","Japan","1977",0.378,113.863,721.412,20,13.726,4.39,3.389,6335.788,NA
"727","Japan","1978",0.378,114.898,1013.612,10,14.412,5.272,4.324,8821.843,NA
"728","Japan","1979",0.378,115.87,1055.012,240,11.152,5.484,4.599,9105.136,NA
"729","Japan","1980",0.378,116.782,1105.386,280,9.648,2.818,2.015,9465.38,NA
"730","Japan","1981",0.378,117.648,1218.989,190,11.774,4.209,3.442,10361.323,NA
"731","Japan","1982",0.378,118.449,1134.518,440,9.294,3.312,2.614,9578.114,NA
"732","Japan","1983",0.378,119.259,1243.324,410,8.487,3.523,2.82,10425.407,NA
"733","Japan","1984",0.378,120.018,1318.382,-10,7.867,4.502,3.841,10984.866,NA
"734","Japan","1985",0.378,120.754,1398.893,637.716,8.745,5.233,4.592,11584.649,NA
"735","Japan","1986",0.378,121.492,2078.953,226.235,9.183,3.327,2.699,17111.854,NA
"736","Japan","1987",0.378,122.091,2532.809,1161.211,9.428,4.731,4.217,20745.252,NA
"737","Japan","1988",0.378,122.613,3071.683,-481.741,9.082,6.785,6.33,25051.854,NA
"738","Japan","1989",0.378,123.116,3054.914,-1038.08,10.993,4.858,4.43,24813.299,NA
"739","Japan","1990",0.378,123.537,3132.818,1777.361,6.852,4.893,4.535,25359.347,NA
"740","Japan","1991",0.378,123.921,3584.42,1285.72,5.549,3.417,3.097,28925.042,NA
"741","Japan","1992",0.378,124.229,3908.809,2759.978,3.29,0.848,0.598,31464.549,NA
"742","Japan","1993",0.378,124.536,4454.144,118.698,4.419,-0.518,-0.763,35765.914,NA
"743","Japan","1994",0.378,124.961,4907.039,911.689,4.187,0.993,0.65,39268.567,NA
"744","Japan","1995",0.378,125.439,5449.116,39.332,4.073,2.742,2.351,43440.368,NA
"745","Japan","1996",0.378,125.757,4833.713,207.641,3.804,3.1,2.839,38436.926,NA
"746","Japan","1997",0.378,126.057,4414.733,3200.077,5.81,1.076,0.835,35021.719,NA
"747","Japan","1998",0.378,126.4,4032.51,3268.105,3.136,-1.128,-1.397,31902.767,NA
"748","Japan","1999",0.378,126.631,4562.079,12308.393,2.802,-0.252,-0.434,36026.556,NA
"749","Japan","2000",0.378,126.843,4887.52,10688.168,1.336,2.78,2.608,38532.041,NA
"750","Japan","2001",0.378,127.149,4303.544,4926.034,-17.239,0.406,0.165,33846.466,NA
"751","Japan","2002",0.378,127.445,4115.116,11557.374,0.923,0.118,-0.115,32289.351,NA
"752","Japan","2003",0.378,127.718,4445.658,8771.536,0.541,1.528,1.311,34808.391,NA
"753","Japan","2004",0.378,127.761,4815.149,7527.948,0.622,2.205,2.17,37688.722,NA
"754","Japan","2005",0.378,127.773,4755.411,5459.618,0.464,1.663,1.653,37217.649,NA
"755","Japan","2006",0.378,127.854,4530.377,-2396.91,-0.73,1.42,1.356,35433.989,NA
"756","Japan","2007",0.378,128.001,4515.265,21631.204,0.687,1.654,1.537,35275.228,NA
"757","Japan","2008",0.378,128.063,5037.908,24624.845,0.73,-1.094,-1.141,39339.298,32.1
"758","Japan","2009",0.378,128.047,5231.383,12226.472,2.08,-5.416,-5.405,40855.176,NA
"759","Japan","2010",0.378,128.07,5700.098,7440.979,1.757,4.192,4.173,44507.676,NA
"760","Japan","2011",0.378,127.833,6157.46,-850.717,2.884,-0.115,0.07,48167.997,NA
"761","Japan","2012",0.378,127.629,6203.213,546.963,2.196,1.495,1.657,48603.477,NA
"762","Japan","2013",0.378,127.445,5155.717,10648.442,3.468,2,2.148,40454.447,NA
"763","Japan","2014",0.378,127.276,4850.414,19752.249,2.938,0.375,0.508,38109.412,NA
"764","Japan","2015",0.378,127.141,4389.476,5252.218,3.01,1.223,1.33,34524.47,NA
"765","Japan","2016",0.378,126.995,4926.667,40954.181,3.917,0.609,0.725,38794.331,NA
"766","Japan","2017",0.378,126.786,4859.951,20419.904,3.516,1.929,2.097,38331.979,NA
"767","Japan","2018",0.378,126.529,4970.916,25876.986,2.413,0.788,0.992,39286.738,NA
"768","Korea, Rep.","1960",NA,25.012,3.957,NA,NA,NA,NA,158.211,NA
"769","Korea, Rep.","1961",0.099,25.766,2.418,NA,45.912,6.882,3.757,93.832,NA
"770","Korea, Rep.","1962",0.099,26.513,2.814,NA,25.311,3.839,0.912,106.131,NA
"771","Korea, Rep.","1963",0.099,27.262,3.988,NA,7.294,9.19,6.192,146.303,NA
"772","Korea, Rep.","1964",0.099,27.984,3.459,NA,14.802,9.459,6.634,123.59,NA
"773","Korea, Rep.","1965",0.099,28.705,3.12,NA,52.611,7.184,4.493,108.71,NA
"774","Korea, Rep.","1966",0.099,29.436,3.928,NA,61.658,11.984,9.203,133.454,NA
"775","Korea, Rep.","1967",0.099,30.131,4.855,NA,61.744,9.117,6.599,161.121,NA
"776","Korea, Rep.","1968",0.099,30.838,6.117,NA,72.374,13.189,10.592,198.361,NA
"777","Korea, Rep.","1969",0.099,31.544,7.676,NA,60.985,14.541,11.978,243.339,NA
"778","Korea, Rep.","1970",0.099,32.241,8.999,NA,27.423,9.997,7.621,279.125,NA
"779","Korea, Rep.","1971",0.099,32.883,9.89,NA,20.844,10.455,8.299,300.765,NA
"780","Korea, Rep.","1972",0.099,33.505,10.842,NA,33.815,7.151,5.159,323.596,NA
"781","Korea, Rep.","1973",0.099,34.103,13.842,NA,36.416,14.828,12.815,405.883,NA
"782","Korea, Rep.","1974",0.099,34.692,19.482,NA,24.037,9.461,7.602,561.567,NA
"783","Korea, Rep.","1975",0.099,35.281,21.705,NA,28.232,7.864,6.064,615.201,NA
"784","Korea, Rep.","1976",0.099,35.849,29.779,81,33.485,13.115,11.324,830.699,NA
"785","Korea, Rep.","1977",0.099,36.412,38.265,94,39.706,12.278,10.541,1050.898,NA
"786","Korea, Rep.","1978",0.099,36.969,51.701,89,34.971,10.774,9.104,1398.479,NA
"787","Korea, Rep.","1979",0.099,37.534,66.568,35,24.584,8.626,6.99,1773.527,NA
"788","Korea, Rep.","1980",0.099,38.124,64.981,6,26.895,-1.701,-3.221,1704.47,NA
"789","Korea, Rep.","1981",0.099,38.723,72.426,102,25.025,7.181,5.521,1870.339,NA
"790","Korea, Rep.","1982",0.099,39.326,77.773,69,27.011,8.265,6.605,1977.642,NA
"791","Korea, Rep.","1983",0.099,39.91,87.024,68.5,15.243,13.242,11.585,2180.495,NA
"792","Korea, Rep.","1984",0.099,40.406,96.597,110.2,7.705,10.443,9.088,2390.673,NA
"793","Korea, Rep.","1985",0.099,40.806,100.273,233.5,15.623,7.75,6.694,2457.328,NA
"794","Korea, Rep.","1986",0.099,41.214,115.537,459.6,18.441,11.224,10.123,2803.369,NA
"795","Korea, Rep.","1987",0.099,41.622,146.133,616.3,19.054,12.467,11.365,3510.99,NA
"796","Korea, Rep.","1988",0.099,42.031,196.964,1014.1,21.499,11.905,10.814,4686.137,NA
"797","Korea, Rep.","1989",0.099,42.449,243.526,1117.8,19.816,7.03,5.976,5736.904,NA
"798","Korea, Rep.","1990",0.099,42.869,279.349,788.5,17.174,9.811,8.735,6516.306,NA
"799","Korea, Rep.","1991",0.099,43.296,325.734,1179.8,21.887,10.354,9.267,7523.477,NA
"800","Korea, Rep.","1992",0.099,43.748,350.051,728.3,14.942,6.176,5.078,8001.541,NA
"801","Korea, Rep.","1993",0.099,44.195,386.303,588.1,16.581,6.847,5.767,8740.946,NA
"802","Korea, Rep.","1994",0.099,44.642,455.603,809,18.677,9.206,8.113,10205.807,NA
"803","Korea, Rep.","1995",0.099,45.093,556.131,1775.8,15.593,9.571,8.474,12332.979,NA
"804","Korea, Rep.","1996",0.099,45.525,598.099,2325.4,15.828,7.595,6.574,13137.908,NA
"805","Korea, Rep.","1997",0.099,45.954,557.503,2844.2,14.144,5.922,4.934,12131.875,NA
"806","Korea, Rep.","1998",0.099,46.287,374.241,5412.3,27.026,-5.471,-6.151,8085.324,NA
"807","Korea, Rep.","1999",0.099,46.617,485.248,9333.4,27.377,11.309,10.52,10409.327,NA
"808","Korea, Rep.","2000",0.099,47.008,561.633,11509.4,25.426,8.924,8.017,11947.579,NA
"809","Korea, Rep.","2001",0.1,47.37,533.052,6522.3,85.203,4.525,3.726,11252.908,NA
"810","Korea, Rep.","2002",0.1,47.645,609.02,5475.1,14,7.432,6.813,12782.526,NA
"811","Korea, Rep.","2003",0.1,47.892,680.521,7010,2.981,2.933,2.401,14209.389,NA
"812","Korea, Rep.","2004",0.1,48.083,764.881,13294.4,6.308,4.9,4.485,15907.666,NA
"813","Korea, Rep.","2005",0.1,48.185,898.137,13643.2,6.989,3.924,3.704,18639.522,NA
"814","Korea, Rep.","2006",0.1,48.438,1011.797,9161.9,12.513,5.176,4.625,20888.38,31.7
"815","Korea, Rep.","2007",0.1,48.684,1122.679,8826.9,10.82,5.463,4.932,23060.708,NA
"816","Korea, Rep.","2008",0.1,49.055,1002.219,11187.5,11.956,2.829,2.051,20430.639,32.3
"817","Korea, Rep.","2009",0.1,49.308,901.935,9021.9,9.886,0.708,0.191,18291.92,NA
"818","Korea, Rep.","2010",0.1,49.554,1094.499,9497.4,5.979,6.497,5.968,22086.953,32
"819","Korea, Rep.","2011",0.1,49.937,1202.464,9773,5.476,3.682,2.887,24079.789,NA
"820","Korea, Rep.","2012",0.1,50.2,1222.807,9495.9,4.806,2.292,1.756,24358.782,31.6
"821","Korea, Rep.","2013",0.1,50.429,1305.605,12766.6,4.639,2.896,2.429,25890.019,NA
"822","Korea, Rep.","2014",0.1,50.747,1411.334,9273.6,8.144,3.341,2.694,27811.366,NA
"823","Korea, Rep.","2015",0.1,51.015,1382.764,4104.1,8.191,2.79,2.25,27105.076,NA
"824","Korea, Rep.","2016",0.1,51.246,1414.804,12104.3,7.123,2.929,2.466,27608.247,NA
"825","Korea, Rep.","2017",0.1,51.466,1530.751,17912.9,5.105,3.063,2.621,29742.839,NA
"826","Korea, Rep.","2018",0.1,51.635,1619.424,14479.3,6.719,2.668,2.332,31362.751,NA
"827","Mexico","1960",NA,37.772,13.04,NA,NA,NA,NA,345.231,NA
"828","Mexico","1961",1.964,38.966,14.16,NA,13.159,5,1.782,363.393,NA
"829","Mexico","1962",1.964,40.195,15.2,NA,13.188,4.664,1.464,378.153,NA
"830","Mexico","1963",1.964,41.462,16.96,NA,16.684,8.107,4.803,409.046,NA
"831","Mexico","1964",1.964,42.771,20.08,NA,16.822,11.905,8.481,469.476,NA
"832","Mexico","1965",1.964,44.124,21.84,NA,9.145,7.1,3.816,494.97,NA
"833","Mexico","1966",1.964,45.52,24.32,NA,9.039,6.096,2.843,534.274,NA
"834","Mexico","1967",1.964,46.956,26.56,NA,11.932,5.855,2.617,565.633,NA
"835","Mexico","1968",1.964,48.432,29.36,NA,12.523,9.423,6.089,606.211,NA
"836","Mexico","1969",1.964,49.945,32.48,NA,18.365,3.419,0.285,650.312,NA
"837","Mexico","1970",1.964,51.494,35.52,312.107,16.767,6.502,3.3,689.795,NA
"838","Mexico","1971",1.964,53.076,39.2,307,12.97,3.762,0.668,738.558,NA
"839","Mexico","1972",1.964,54.69,45.2,178.385,16.966,8.229,5.036,826.477,NA
"840","Mexico","1973",1.964,56.324,55.28,457,25.014,7.861,4.731,981.459,NA
"841","Mexico","1974",1.964,57.967,72,508.756,21.956,5.777,2.78,1242.09,NA
"842","Mexico","1975",1.964,59.608,88,458.411,26.375,5.744,2.833,1476.313,NA
"843","Mexico","1976",1.964,61.242,89.026,731.451,54.227,4.417,1.631,1453.671,NA
"844","Mexico","1977",1.964,62.87,81.814,327.102,4.384,3.391,0.714,1301.325,NA
"845","Mexico","1978",1.964,64.495,102.5,658.163,35.017,8.957,6.212,1589.274,NA
"846","Mexico","1979",1.964,66.124,134.561,1332,35.823,9.698,6.996,2034.989,NA
"847","Mexico","1980",1.964,67.761,205.139,2090,38.21,9.233,6.594,3027.375,NA
"848","Mexico","1981",1.964,69.408,263.959,3078,50.231,8.526,5.952,3803.031,NA
"849","Mexico","1982",1.964,71.059,184.609,1901,54.364,-0.521,-2.832,2597.983,NA
"850","Mexico","1983",1.964,72.709,156.159,2192,63.505,-3.486,-5.677,2147.72,NA
"851","Mexico","1984",1.964,74.353,184.261,1542,69.101,3.411,1.125,2478.211,NA
"852","Mexico","1985",1.964,75.983,195.22,1984,41.963,2.188,-0.006,2569.24,NA
"853","Mexico","1986",1.964,77.599,134.55,2036,71.02,-3.079,-5.097,1733.913,NA
"854","Mexico","1987",1.964,79.2,147.541,1184,141.509,1.722,-0.334,1862.886,NA
"855","Mexico","1988",1.964,80.789,181.612,2011,-13.009,1.283,-0.708,2247.981,NA
"856","Mexico","1989",1.964,82.369,221.401,2785,95.904,4.106,2.108,2687.915,54.3
"857","Mexico","1990",1.964,83.943,261.254,2549,83.785,5.176,3.203,3112.269,NA
"858","Mexico","1991",1.964,85.513,313.143,4742,49.208,4.215,2.302,3661.948,NA
"859","Mexico","1992",1.964,87.075,363.158,4393,23.573,3.541,1.683,4170.623,53.7
"860","Mexico","1993",1.964,88.625,500.736,4389,16.9,1.941,0.158,5650.026,NA
"861","Mexico","1994",1.964,90.156,527.813,10972.5,20.108,4.941,3.159,5854.418,54.3
"862","Mexico","1995",1.964,91.663,360.074,9526.29,31.856,-6.291,-7.832,3928.224,NA
"863","Mexico","1996",1.964,93.147,410.976,9185.6,27.011,6.773,5.072,4412.116,54.8
"864","Mexico","1997",1.964,94.611,500.413,12829.8,56.85,6.847,5.194,5289.168,NA
"865","Mexico","1998",1.964,96.056,526.502,12756.765,17.449,5.164,3.582,5481.181,53.4
"866","Mexico","1999",1.964,97.485,600.233,13880.523,18.748,2.754,1.248,6157.192,NA
"867","Mexico","2000",1.964,98.9,707.907,18382.285,-4.487,4.942,3.441,7157.814,52.6
"868","Mexico","2001",1.964,100.298,756.706,30060.02,18.844,-0.404,-1.793,7544.569,NA
"869","Mexico","2002",1.964,101.685,772.106,24055.125,5.072,-0.04,-1.403,7593.138,50.1
"870","Mexico","2003",1.964,103.081,729.336,18223.514,9.343,1.446,0.072,7075.37,NA
"871","Mexico","2004",1.964,104.515,782.241,24916.054,13.046,3.921,2.495,7484.487,50
"872","Mexico","2005",1.964,106.005,877.476,26018.16,9.968,2.308,0.87,8277.671,50.1
"873","Mexico","2006",1.964,107.56,975.387,20677.862,6.693,4.495,2.984,9068.294,48.9
"874","Mexico","2007",1.964,109.171,1052.696,33077.991,10.148,2.291,0.783,9642.681,NA
"875","Mexico","2008",1.964,110.815,1109.989,32224.048,8.899,1.144,-0.358,10016.571,49.9
"876","Mexico","2009",1.964,112.464,900.045,19368.616,11.525,-5.286,-6.674,8002.972,NA
"877","Mexico","2010",1.964,114.093,1057.801,20924.975,12.763,5.118,3.617,9271.398,47.2
"878","Mexico","2011",1.964,115.695,1180.49,24726.665,9.979,3.663,2.227,10203.421,NA
"879","Mexico","2012",1.964,117.274,1201.09,17748.635,10.084,3.642,2.247,10241.728,48.7
"880","Mexico","2013",1.964,118.827,1274.443,47268.723,8.28,1.354,0.029,10725.183,NA
"881","Mexico","2014",1.964,120.355,1314.564,31769.832,12.193,2.804,1.499,10922.376,48.7
"882","Mexico","2015",1.964,121.858,1170.565,37033.334,12.312,3.288,2.014,9605.952,NA
"883","Mexico","2016",1.964,123.333,1077.828,35833.921,12.492,2.922,1.691,8739.142,48.3
"884","Mexico","2017",1.964,124.777,1158.071,32005.161,11.102,2.07,0.889,9281.101,NA
"885","Mexico","2018",1.964,126.191,1223.809,36871.129,5.452,1.994,0.852,9698.084,NA
"886","Netherlands","1960",NA,11.487,12.277,NA,NA,NA,NA,1068.785,NA
"887","Netherlands","1961",0.042,11.639,13.494,NA,NA,0.296,-1.015,1159.392,NA
"888","Netherlands","1962",0.042,11.806,14.647,NA,NA,6.844,5.332,1240.678,NA
"889","Netherlands","1963",0.042,11.966,15.891,NA,NA,3.625,2.237,1328.037,NA
"890","Netherlands","1964",0.042,12.127,18.699,NA,NA,8.275,6.836,1541.947,NA
"891","Netherlands","1965",0.042,12.295,21.001,NA,NA,8.643,7.162,1708.096,NA
"892","Netherlands","1966",0.042,12.456,22.867,NA,NA,2.741,1.409,1835.801,NA
"893","Netherlands","1967",0.042,12.598,25.088,NA,NA,5.28,4.094,1991.361,NA
"894","Netherlands","1968",0.042,12.73,27.818,NA,NA,6.416,5.317,2185.249,NA
"895","Netherlands","1969",0.042,12.878,31.504,NA,NA,6.429,5.204,2446.335,NA
"896","Netherlands","1970",0.042,13.039,38.165,632.597,NA,6.348,5.038,2927.073,NA
"897","Netherlands","1971",0.042,13.194,44.579,752.898,NA,4.317,3.084,3378.615,NA
"898","Netherlands","1972",0.042,13.329,54.707,754.553,NA,3.534,2.492,4104.451,NA
"899","Netherlands","1973",0.042,13.439,71.841,1118.995,NA,5.444,4.575,5345.575,NA
"900","Netherlands","1974",0.042,13.545,87.243,1103.114,NA,3.439,2.631,6440.978,NA
"901","Netherlands","1975",0.042,13.666,100.25,1232.377,NA,0.002,-0.885,7335.509,NA
"902","Netherlands","1976",0.042,13.774,109.169,581.098,NA,4.456,3.64,7925.688,NA
"903","Netherlands","1977",0.042,13.856,127.017,605.297,NA,2.52,1.913,9166.808,NA
"904","Netherlands","1978",0.042,13.942,155.86,1082.145,NA,2.696,2.066,11179.39,NA
"905","Netherlands","1979",0.042,14.038,179.669,1715.155,NA,2.014,1.312,12798.543,NA
"906","Netherlands","1980",0.042,14.15,195.152,2278.378,NA,1.342,0.543,13791.862,NA
"907","Netherlands","1981",0.042,14.247,164.134,1799.058,NA,-0.784,-1.462,11520.448,NA
"908","Netherlands","1982",0.042,14.313,158.48,1227.497,NA,-1.241,-1.693,11072.658,NA
"909","Netherlands","1983",0.042,14.367,153.445,1357.996,NA,2.07,1.684,10680.359,NA
"910","Netherlands","1984",0.042,14.424,143.913,1716.938,NA,3.062,2.653,9977.16,NA
"911","Netherlands","1985",0.042,14.492,143.846,1504.626,NA,2.58,2.103,9926.13,NA
"912","Netherlands","1986",0.042,14.572,200.862,3129.068,NA,2.787,2.218,13783.85,NA
"913","Netherlands","1987",0.042,14.665,245.046,3029.037,NA,1.931,1.287,16709.56,NA
"914","Netherlands","1988",0.042,14.76,261.911,4781.353,NA,3.441,2.775,17744.501,NA
"915","Netherlands","1989",0.042,14.849,258.337,8559.309,NA,4.42,3.796,17397.692,NA
"916","Netherlands","1990",0.042,14.952,318.331,10675.65,NA,4.183,3.468,21290.86,NA
"917","Netherlands","1991",0.042,15.07,327.5,5623.819,NA,2.439,1.635,21732.231,NA
"918","Netherlands","1992",0.042,15.184,362.963,6186.518,NA,1.706,0.94,23904.037,NA
"919","Netherlands","1993",0.042,15.29,353.55,6380.304,NA,1.258,0.554,23122.411,NA
"920","Netherlands","1994",0.042,15.383,379.13,7126.515,NA,2.961,2.342,24646.314,NA
"921","Netherlands","1995",0.042,15.459,452.302,12206.171,NA,3.116,2.608,29258.134,NA
"922","Netherlands","1996",0.042,15.53,450.49,16604.371,NA,3.499,3.022,29006.809,NA
"923","Netherlands","1997",0.042,15.611,416.813,11033.361,NA,4.329,3.793,26700.537,NA
"924","Netherlands","1998",0.042,15.707,438.008,37618.899,NA,4.664,4.021,27885.808,NA
"925","Netherlands","1999",0.042,15.812,446.899,41167.756,NA,5.034,4.337,28263.097,NA
"926","Netherlands","2000",0.042,15.926,416.443,63118.802,NA,4.196,3.454,26149.411,NA
"927","Netherlands","2001",0.042,16.046,431.213,51979.627,NA,2.327,1.557,26873.276,NA
"928","Netherlands","2002",0.042,16.149,471.614,25457.149,NA,0.217,-0.42,29204.04,NA
"929","Netherlands","2003",0.042,16.225,578.792,20440.751,NA,0.156,-0.316,35672.207,NA
"930","Netherlands","2004",0.042,16.282,657.172,139818.465,NA,1.985,1.631,40362.395,29.8
"931","Netherlands","2005",0.042,16.32,685.093,209981.017,NA,2.051,1.813,41979.056,29
"932","Netherlands","2006",0.042,16.346,733.341,375135.934,NA,3.461,3.295,44863.351,30
"933","Netherlands","2007",0.042,16.382,847.482,734010.312,NA,3.773,3.547,51733.442,29.6
"934","Netherlands","2008",0.042,16.446,947.998,195192.184,NA,2.17,1.773,57644.48,29.3
"935","Netherlands","2009",0.042,16.53,868.077,95931.336,NA,-3.667,-4.161,52514.027,27.9
"936","Netherlands","2010",0.042,16.615,846.555,115729.82,NA,1.343,0.824,50950.034,27.8
"937","Netherlands","2011",0.042,16.693,904.086,331838.462,NA,1.551,1.079,54159.347,27.7
"938","Netherlands","2012",0.042,16.755,838.971,239754.926,NA,-1.03,-1.396,50073.006,27.6
"939","Netherlands","2013",0.042,16.804,876.924,328683.687,NA,-0.13,-0.424,52184.062,28.1
"940","Netherlands","2014",0.042,16.865,890.981,117584.898,NA,1.423,1.059,52830.174,28.6
"941","Netherlands","2015",0.042,16.94,765.265,320734.667,NA,1.959,1.508,45175.232,28.2
"942","Netherlands","2016",0.042,17.03,783.528,241603.487,NA,2.192,1.649,46007.853,NA
"943","Netherlands","2017",0.042,17.131,831.81,96249.43,NA,2.911,2.304,48554.992,NA
"944","Netherlands","2018",0.042,17.231,913.658,-239270.347,NA,2.597,2.004,53024.059,NA
"945","Russian Federation","1960",NA,119.897,NA,NA,NA,NA,NA,NA,NA
"946","Russian Federation","1961",17.098,121.236,NA,NA,NA,NA,NA,NA,NA
"947","Russian Federation","1962",17.098,122.591,NA,NA,NA,NA,NA,NA,NA
"948","Russian Federation","1963",17.098,123.96,NA,NA,NA,NA,NA,NA,NA
"949","Russian Federation","1964",17.098,125.345,NA,NA,NA,NA,NA,NA,NA
"950","Russian Federation","1965",17.098,126.745,NA,NA,NA,NA,NA,NA,NA
