"","Country","Year","Total.Area.Million.KM","Total.Population.Million","GDP.Billions","Foreign.Direct.Investment.Millions","Broad.Money","GDP.Growth","GDP.PerCapita.Growth","GDP.PerCapita","GINI"
"951","Russian Federation","1966",17.098,127.468,NA,NA,NA,NA,NA,NA,NA
"952","Russian Federation","1967",17.098,128.196,NA,NA,NA,NA,NA,NA,NA
"953","Russian Federation","1968",17.098,128.928,NA,NA,NA,NA,NA,NA,NA
"954","Russian Federation","1969",17.098,129.664,NA,NA,NA,NA,NA,NA,NA
"955","Russian Federation","1970",17.098,130.404,NA,NA,NA,NA,NA,NA,NA
"956","Russian Federation","1971",17.098,131.155,NA,NA,NA,NA,NA,NA,NA
"957","Russian Federation","1972",17.098,131.909,NA,NA,NA,NA,NA,NA,NA
"958","Russian Federation","1973",17.098,132.669,NA,NA,NA,NA,NA,NA,NA
"959","Russian Federation","1974",17.098,133.432,NA,NA,NA,NA,NA,NA,NA
"960","Russian Federation","1975",17.098,134.2,NA,NA,NA,NA,NA,NA,NA
"961","Russian Federation","1976",17.098,135.147,NA,NA,NA,NA,NA,NA,NA
"962","Russian Federation","1977",17.098,136.1,NA,NA,NA,NA,NA,NA,NA
"963","Russian Federation","1978",17.098,137.06,NA,NA,NA,NA,NA,NA,NA
"964","Russian Federation","1979",17.098,138.027,NA,NA,NA,NA,NA,NA,NA
"965","Russian Federation","1980",17.098,139.01,NA,NA,NA,NA,NA,NA,NA
"966","Russian Federation","1981",17.098,139.941,NA,NA,NA,NA,NA,NA,NA
"967","Russian Federation","1982",17.098,140.823,NA,NA,NA,NA,NA,NA,NA
"968","Russian Federation","1983",17.098,141.668,NA,NA,NA,NA,NA,NA,NA
"969","Russian Federation","1984",17.098,142.745,NA,NA,NA,NA,NA,NA,NA
"970","Russian Federation","1985",17.098,143.858,NA,NA,NA,NA,NA,NA,NA
"971","Russian Federation","1986",17.098,144.894,NA,NA,NA,NA,NA,NA,NA
"972","Russian Federation","1987",17.098,145.908,NA,NA,NA,NA,NA,NA,NA
"973","Russian Federation","1988",17.098,146.857,554.713,NA,NA,NA,NA,3777.235,NA
"974","Russian Federation","1989",17.098,147.721,506.5,NA,NA,NA,NA,3428.762,NA
"975","Russian Federation","1990",17.098,148.292,516.814,NA,NA,-3,-3.373,3485.112,NA
"976","Russian Federation","1991",17.098,148.624,517.963,NA,NA,-5.047,-5.259,3485.056,NA
"977","Russian Federation","1992",17.098,148.689,460.291,1161,NA,-14.531,-14.568,3095.66,NA
"978","Russian Federation","1993",17.098,148.52,435.084,1211,NA,-8.669,-8.565,2929.462,48.4
"979","Russian Federation","1994",17.098,148.336,395.077,690,NA,-12.57,-12.461,2663.395,NA
"980","Russian Federation","1995",17.098,148.376,395.537,2065,NA,-4.144,-4.169,2665.781,NA
"981","Russian Federation","1996",17.098,148.16,391.725,2579,NA,-3.755,-3.615,2643.931,46.1
"982","Russian Federation","1997",17.098,147.915,404.929,4864.643,NA,1.4,1.568,2737.573,38.4
"983","Russian Federation","1998",17.098,147.671,270.955,2761.26,NA,-5.3,-5.143,1834.863,38.1
"984","Russian Federation","1999",17.098,147.214,195.907,3309.43,NA,6.4,6.73,1330.761,37.4
"985","Russian Federation","2000",17.098,146.597,259.71,2678.03,NA,10,10.464,1771.598,37.1
"986","Russian Federation","2001",17.098,145.976,306.602,2847.3,NA,5.1,5.547,2100.358,36.9
"987","Russian Federation","2002",17.098,145.306,345.47,3473.83,33.756,4.7,5.183,2377.537,37.3
"988","Russian Federation","2003",17.098,144.648,430.348,7928.63,38.535,7.3,7.788,2975.133,40
"989","Russian Federation","2004",17.098,144.067,591.017,15402.99,33.735,7.2,7.632,4102.372,40.3
"990","Russian Federation","2005",17.098,143.519,764.017,15508.05,36.135,6.4,6.807,5323.474,41.3
"991","Russian Federation","2006",17.098,143.05,989.931,37594.77,40.389,8.2,8.555,6920.194,41
"992","Russian Federation","2007",17.098,142.805,1299.706,55873.68,41.098,8.5,8.686,9101.257,42.3
"993","Russian Federation","2008",17.098,142.742,1660.846,74782.91,14.129,5.2,5.246,11635.274,41.6
"994","Russian Federation","2009",17.098,142.785,1222.644,36583.1,17.316,-7.8,-7.828,8562.814,39.8
"995","Russian Federation","2010",17.098,142.849,1524.917,43167.78,24.51,4.5,4.453,10674.997,39.5
"996","Russian Federation","2011",17.098,142.961,2051.662,55083.63,19.585,4.3,4.219,14351.212,39.7
"997","Russian Federation","2012",17.098,143.202,2210.257,50587.56,13.058,3.7,3.526,15434.575,40.7
"998","Russian Federation","2013",17.098,143.507,2297.128,69218.89,16.031,1.8,1.583,16007.09,40.9
"999","Russian Federation","2014",17.098,143.82,2059.984,22031.34,14.828,0.7,-1.081,14100.729,39.9
"1000","Russian Federation","2015",17.098,144.097,1363.594,6852.97,19.717,-2.308,-2.518,9313.788,37.7
"1001","Russian Federation","2016",17.098,144.342,1282.724,32538.9,-0.909,0.329,0.146,8745.375,NA
"1002","Russian Federation","2017",17.098,144.497,1578.624,28557.44,7.394,1.63,1.515,10750.587,NA
"1003","Russian Federation","2018",17.098,144.478,1657.554,8784.85,12.319,2.255,2.262,11288.872,NA
"1004","Saudi Arabia","1960",NA,4.087,NA,NA,NA,NA,NA,NA,NA
"1005","Saudi Arabia","1961",2.15,4.219,NA,NA,9.019,NA,NA,NA,NA
"1006","Saudi Arabia","1962",2.15,4.363,NA,NA,11.182,NA,NA,NA,NA
"1007","Saudi Arabia","1963",2.15,4.517,NA,NA,20.687,NA,NA,NA,NA
"1008","Saudi Arabia","1964",2.15,4.677,NA,NA,8.401,NA,NA,NA,NA
"1009","Saudi Arabia","1965",2.15,4.844,NA,NA,11.75,NA,NA,NA,NA
"1010","Saudi Arabia","1966",2.15,5.015,NA,NA,18.456,NA,NA,NA,NA
"1011","Saudi Arabia","1967",2.15,5.195,NA,NA,14.259,NA,NA,NA,NA
"1012","Saudi Arabia","1968",2.15,5.388,4.188,NA,15.711,NA,NA,777.266,NA
"1013","Saudi Arabia","1969",2.15,5.6,4.486,NA,5.903,6.038,2.022,801.045,NA
"1014","Saudi Arabia","1970",2.15,5.836,5.377,7.36,6.009,58.647,52.219,921.346,NA
"1015","Saudi Arabia","1971",2.15,6.101,7.185,-111.437,14.063,20.512,15.292,1177.724,NA
"1016","Saudi Arabia","1972",2.15,6.393,9.664,33.778,40.605,22.931,17.309,1511.685,NA
"1017","Saudi Arabia","1973",2.15,6.712,14.947,-625.912,35.071,24.171,18.27,2226.991,NA
"1018","Saudi Arabia","1974",2.15,7.055,45.413,-3732.394,43.549,16.228,10.583,6437.416,NA
"1019","Saudi Arabia","1975",2.15,7.419,46.773,1864.901,81.886,-8.929,-13.408,6304.119,NA
"1020","Saudi Arabia","1976",2.15,7.803,64.006,-396.601,66.529,17.821,12.031,8202.777,NA
"1021","Saudi Arabia","1977",2.15,8.208,74.188,782.964,53.863,7.093,1.812,9038.863,NA
"1022","Saudi Arabia","1978",2.15,8.647,80.266,555.954,27.384,-5.22,-10.033,9282.648,NA
"1023","Saudi Arabia","1979",2.15,9.138,111.86,-1270.517,13.698,11.919,5.905,12241.253,NA
"1024","Saudi Arabia","1980",2.15,9.691,164.542,-3192.313,17.36,5.652,-0.382,16977.985,NA
"1025","Saudi Arabia","1981",2.15,10.312,184.292,6498.136,32.999,1.943,-4.189,17871.976,NA
"1026","Saudi Arabia","1982",2.15,10.989,153.239,11128.384,20.196,-20.73,-25.614,13944.951,NA
"1027","Saudi Arabia","1983",2.15,11.701,129.172,4943.905,10.742,-16.051,-21.162,11039.246,NA
"1028","Saudi Arabia","1984",2.15,12.419,119.625,4849.863,6.023,-4.661,-10.171,9632.535,NA
"1029","Saudi Arabia","1985",2.15,13.119,103.898,491.423,1.142,-9.795,-14.609,7919.651,NA
"1030","Saudi Arabia","1986",2.15,13.794,86.962,965.936,9.219,17.013,11.285,6304.254,NA
"1031","Saudi Arabia","1987",2.15,14.446,85.696,-1173.333,4.114,-6.632,-10.843,5932.287,NA
"1032","Saudi Arabia","1988",2.15,15.07,88.256,-328,6.416,13.109,8.423,5856.377,NA
"1033","Saudi Arabia","1989",2.15,15.666,95.344,-653.333,0.873,-0.503,-4.29,6085.96,NA
"1034","Saudi Arabia","1990",2.15,16.234,117.63,1861.333,4.582,15.193,11.167,7246.016,NA
"1035","Saudi Arabia","1991",2.15,16.773,132.223,160,14.554,15.008,11.313,7883.246,NA
"1036","Saudi Arabia","1992",2.15,17.283,137.088,-78.933,2.055,3.988,0.919,7932.091,NA
"1037","Saudi Arabia","1993",2.15,17.763,132.968,1367.2,3.381,-1.364,-4.032,7485.541,NA
"1038","Saudi Arabia","1994",2.15,18.214,135.175,349.333,2.986,0.559,-1.932,7421.291,NA
"1039","Saudi Arabia","1995",2.15,18.639,143.343,-1874.667,3.357,0.212,-2.069,7690.578,NA
"1040","Saudi Arabia","1996",2.15,19.034,158.662,-1127.467,7.257,2.637,0.507,8335.804,NA
"1041","Saudi Arabia","1997",2.15,19.407,165.964,3039.467,5.21,1.104,-0.841,8551.674,NA
"1042","Saudi Arabia","1998",2.15,19.783,146.775,4283.467,3.631,2.893,0.937,7419.16,NA
"1043","Saudi Arabia","1999",2.15,20.195,161.717,-778.933,6.834,-3.763,-5.723,8007.96,NA
"1044","Saudi Arabia","2000",2.15,20.664,189.515,-1881.067,4.466,5.625,3.226,9171.33,NA
"1045","Saudi Arabia","2001",2.15,21.203,184.137,19.64,5.087,-1.211,-3.721,8684.647,NA
"1046","Saudi Arabia","2002",2.15,21.805,189.606,-614.133,15.198,-2.819,-5.505,8695.4,NA
"1047","Saudi Arabia","2003",2.15,22.457,215.808,-586.507,8.492,11.242,8.016,9609.967,NA
"1048","Saudi Arabia","2004",2.15,23.133,258.742,-334.32,17.252,7.958,4.803,11185.133,NA
"1049","Saudi Arabia","2005",2.15,23.816,328.46,12106.75,13.241,5.574,2.544,13791.446,NA
"1050","Saudi Arabia","2006",2.15,24.498,376.9,18317.597,20.408,2.788,-0.074,15384.74,NA
"1051","Saudi Arabia","2007",2.15,25.185,415.965,24333.812,20.141,1.847,-0.928,16516.624,NA
"1052","Saudi Arabia","2008",2.15,25.889,519.797,39455.864,17.96,6.25,3.361,20078.258,NA
"1053","Saudi Arabia","2009",2.15,26.63,429.098,36457.667,10.81,-2.059,-4.787,16113.142,NA
"1054","Saudi Arabia","2010",2.15,27.421,528.207,29232.707,5.172,5.039,2.009,19262.548,NA
"1055","Saudi Arabia","2011",2.15,28.268,671.239,16308.28,13.26,9.997,6.704,23745.802,NA
"1056","Saudi Arabia","2012",2.15,29.155,735.975,12182.373,16.489,5.411,2.203,25243.359,NA
"1057","Saudi Arabia","2013",2.15,30.053,746.647,8864.693,8.352,2.699,-0.367,24844.744,NA
"1058","Saudi Arabia","2014",2.15,30.917,756.35,8011.787,11.823,3.652,0.754,24463.903,NA
"1059","Saudi Arabia","2015",2.15,31.718,654.27,8141.027,2.905,4.106,1.478,20627.933,NA
"1060","Saudi Arabia","2016",2.15,32.443,644.936,7452.533,0.548,1.671,-0.601,19879.298,NA
"1061","Saudi Arabia","2017",2.15,33.099,688.586,1418.844,0.151,-0.742,-2.71,20803.743,NA
"1062","Saudi Arabia","2018",2.15,33.7,782.483,4247.085,NA,2.215,0.393,23219.13,NA
"1063","Turkey","1960",NA,27.472,13.995,NA,NA,NA,NA,509.424,NA
"1064","Turkey","1961",0.785,28.147,7.989,NA,9.69,1.156,-1.268,283.828,NA
"1065","Turkey","1962",0.785,28.833,8.922,NA,9.29,5.571,3.06,309.447,NA
"1066","Turkey","1963",0.785,29.531,10.356,NA,13.333,9.066,6.486,350.663,NA
"1067","Turkey","1964",0.785,30.244,11.178,NA,17.868,5.459,2.973,369.583,NA
"1068","Turkey","1965",0.785,30.973,11.967,NA,18.84,2.824,0.404,386.358,NA
"1069","Turkey","1966",0.785,31.718,14.1,NA,23.045,11.213,8.602,444.549,NA
"1070","Turkey","1967",0.785,32.478,15.644,NA,15.657,4.733,2.28,481.694,NA
"1071","Turkey","1968",0.785,33.256,17.5,NA,15.197,6.778,4.279,526.213,NA
"1072","Turkey","1969",0.785,34.055,19.467,NA,17.035,4.081,1.639,571.618,NA
"1073","Turkey","1970",0.785,34.876,17.087,NA,21.896,3.234,0.804,489.93,NA
"1074","Turkey","1971",0.785,35.721,16.257,NA,28.131,5.567,3.072,455.105,NA
"1075","Turkey","1972",0.785,36.587,20.431,NA,26.027,7.426,4.881,558.421,NA
"1076","Turkey","1973",0.785,37.472,25.724,NA,28.422,3.262,0.823,686.49,NA
"1077","Turkey","1974",0.785,38.37,35.6,64,25.665,5.594,3.123,927.799,NA
"1078","Turkey","1975",0.785,39.277,44.634,114,28.01,7.174,4.699,1136.375,NA
"1079","Turkey","1976",0.785,40.19,51.28,10,23.43,10.461,7.954,1275.956,NA
"1080","Turkey","1977",0.785,41.108,58.677,27,33.8,3.407,1.096,1427.372,NA
"1081","Turkey","1978",0.785,42.04,65.147,34,36.531,1.503,-0.747,1549.644,NA
"1082","Turkey","1979",0.785,42.994,89.394,75,61.725,-0.624,-2.829,2079.22,NA
"1083","Turkey","1980",0.785,43.976,68.789,18,74.044,-2.447,-4.626,1564.247,NA
"1084","Turkey","1981",0.785,44.988,71.04,95,88.365,4.857,2.497,1579.074,NA
"1085","Turkey","1982",0.785,46.025,64.546,55,51.144,3.563,1.23,1402.406,NA
"1086","Turkey","1983",0.785,47.073,61.678,46,29.713,4.971,2.634,1310.256,NA
"1087","Turkey","1984",0.785,48.114,59.99,113,58.705,6.712,4.404,1246.825,NA
"1088","Turkey","1985",0.785,49.134,67.235,99,55.183,4.241,2.078,1368.401,NA
"1089","Turkey","1986",0.785,50.129,75.728,125,66.089,7.012,4.889,1510.677,NA
"1090","Turkey","1987",0.785,51.101,87.173,115,53.321,9.486,7.402,1705.895,43.5
"1091","Turkey","1988",0.785,52.054,90.853,354,65.064,2.321,0.448,1745.365,NA
"1092","Turkey","1989",0.785,52.992,107.143,663,69.037,0.29,-1.486,2021.859,NA
"1093","Turkey","1990",0.785,53.922,150.676,684,53.078,9.266,7.383,2794.35,NA
"1094","Turkey","1991",0.785,54.841,150.028,810,82.93,0.72,-0.967,2735.708,NA
"1095","Turkey","1992",0.785,55.749,158.459,844,78.141,5.036,3.324,2842.37,NA
"1096","Turkey","1993",0.785,56.654,180.17,636,64.222,7.651,5.932,3180.188,NA
"1097","Turkey","1994",0.785,57.564,130.69,608,144.797,-4.668,-6.176,2270.338,41.3
"1098","Turkey","1995",0.785,58.486,169.486,885,104.19,7.878,6.177,2897.866,NA
"1099","Turkey","1996",0.785,59.423,181.476,722,116.54,7.38,5.687,3053.947,NA
"1100","Turkey","1997",0.785,60.373,189.835,805,97.796,7.578,5.886,3144.386,NA
"1101","Turkey","1998",0.785,61.33,275.769,940,89.317,2.308,0.712,4496.497,NA
"1102","Turkey","1999",0.785,62.287,255.884,783,101.991,-3.389,-4.875,4108.123,NA
"1103","Turkey","2000",0.785,63.24,272.979,982,40.658,6.64,5.033,4316.549,NA
"1104","Turkey","2001",0.785,64.192,200.252,3352,90.368,-5.962,-7.357,3119.566,NA
"1105","Turkey","2002",0.785,65.145,238.428,1082,27.885,6.43,4.873,3659.94,41.4
"1106","Turkey","2003",0.785,66.089,311.823,1702,14.437,5.608,4.1,4718.2,42.2
"1107","Turkey","2004",0.785,67.011,404.787,2785,20.792,9.644,8.137,6040.608,41.3
"1108","Turkey","2005",0.785,67.903,501.416,10031,35.967,9.01,7.577,7384.252,42.6
"1109","Turkey","2006",0.785,68.757,552.487,20185,22.174,7.11,5.78,8035.377,39.6
"1110","Turkey","2007",0.785,69.582,675.77,22047,15.226,5.03,3.785,9711.874,38.4
"1111","Turkey","2008",0.785,70.419,764.336,19851,24.824,0.845,-0.353,10854.172,39
"1112","Turkey","2009",0.785,71.321,644.64,8585,12.659,-4.704,-5.911,9038.52,39
"1113","Turkey","2010",0.785,72.327,771.902,9099,18.547,8.487,6.979,10672.389,38.8
"1114","Turkey","2011",0.785,73.444,832.524,16182,15.204,11.113,9.424,11335.511,40
"1115","Turkey","2012",0.785,74.653,873.982,13744,10.422,4.79,3.093,11707.26,40.2
"1116","Turkey","2013",0.785,75.929,950.579,13563,21.153,8.491,6.669,12519.391,40.2
"1117","Turkey","2014",0.785,77.232,934.186,13337,11.183,5.167,3.392,12095.855,41.2
"1118","Turkey","2015",0.785,78.529,859.797,19274,16.515,6.086,4.333,10948.725,42.9
"1119","Turkey","2016",0.785,79.822,863.722,13950,17.649,3.184,1.513,10820.634,41.9
"1120","Turkey","2017",0.785,81.102,851.549,11546,16.352,7.441,5.745,10499.746,NA
"1121","Turkey","2018",0.785,82.32,766.509,13044,18.38,2.567,1.049,9311.366,NA
"1122","United States","1960",NA,180.671,543.3,NA,NA,NA,NA,3007.123,NA
"1123","United States","1961",9.629,183.691,563.3,NA,8.195,2.3,0.618,3066.563,NA
"1124","United States","1962",9.629,186.538,605.1,NA,8.934,6.1,4.481,3243.843,NA
"1125","United States","1963",9.629,189.242,638.6,NA,9.317,4.4,2.908,3374.515,NA
"1126","United States","1964",9.629,191.889,685.8,NA,9.032,5.8,4.341,3573.941,NA
"1127","United States","1965",9.629,194.303,743.7,NA,8.622,6.4,5.078,3827.527,NA
"1128","United States","1966",9.629,196.56,815,NA,4.72,6.5,5.277,4146.317,NA
"1129","United States","1967",9.629,198.712,861.7,NA,10.278,2.5,1.39,4336.427,NA
"1130","United States","1968",9.629,200.706,942.5,NA,8.779,4.8,3.759,4695.923,NA
"1131","United States","1969",9.629,202.677,1019.9,NA,0.958,3.1,2.097,5032.145,NA
"1132","United States","1970",9.629,205.052,1073.303,1260,11.185,-0.254,-1.409,5234.297,NA
"1133","United States","1971",9.629,207.661,1164.85,870,13.955,3.293,1.996,5609.383,NA
"1134","United States","1972",9.629,209.896,1279.11,1350,13.59,5.259,4.138,6094.018,NA
"1135","United States","1973",9.629,211.909,1425.376,2120,10.176,5.646,4.642,6726.359,NA
"1136","United States","1974",9.629,213.854,1545.243,3330,7.851,-0.541,-1.445,7225.691,NA
"1137","United States","1975",9.629,215.973,1684.904,2560,10.178,-0.205,-1.185,7801.457,NA
"1138","United States","1976",9.629,218.035,1873.412,3250,10.208,5.388,4.391,8592.254,NA
"1139","United States","1977",9.629,220.239,2081.826,2900,12.035,4.624,3.577,9452.577,NA
"1140","United States","1978",9.629,222.585,2351.599,5850,11.271,5.535,4.423,10564.948,NA
"1141","United States","1979",9.629,225.055,2627.334,8700,9.792,3.166,2.034,11674.186,34.6
"1142","United States","1980",9.629,227.225,2857.307,16930,10.679,-0.257,-1.209,12574.792,NA
"1143","United States","1981",9.629,229.466,3207.042,25190,12.064,2.538,1.536,13976.11,NA
"1144","United States","1982",9.629,231.664,3343.789,12474,10.032,-1.803,-2.735,14433.788,NA
"1145","United States","1983",9.629,233.792,3634.038,10470,8.271,4.584,3.632,15543.894,NA
"1146","United States","1984",9.629,235.825,4037.613,24760,12.533,7.237,6.312,17121.225,NA
"1147","United States","1985",9.629,237.924,4338.979,20010,8.293,4.17,3.251,18236.828,NA
"1148","United States","1986",9.629,240.133,4579.631,35419,9.375,3.463,2.511,19071.227,37.5
"1149","United States","1987",9.629,242.289,4855.215,58471,4.065,3.46,2.539,20038.941,NA
"1150","United States","1988",9.629,244.499,5236.438,57736,6.791,4.177,3.235,21417.012,NA
"1151","United States","1989",9.629,246.819,5641.58,68250,5.317,3.673,2.698,22857.154,NA
"1152","United States","1990",9.629,249.623,5963.144,48490,2.678,1.886,0.741,23888.6,NA
"1153","United States","1991",9.629,252.981,6158.129,23180,1.501,-0.108,-1.434,24342.259,38.2
"1154","United States","1992",9.629,256.514,6520.327,19810,-0.153,3.522,2.097,25418.991,NA
"1155","United States","1993",9.629,259.919,6858.559,51380,0.596,2.753,1.407,26387.294,NA
"1156","United States","1994",9.629,263.126,7287.236,46130,0.405,4.029,2.761,27694.853,40.2
"1157","United States","1995",9.629,266.278,7639.749,57800,6.869,2.684,1.469,28690.876,NA
"1158","United States","1996",9.629,269.394,8073.122,86520,7.865,3.773,2.572,29967.713,NA
"1159","United States","1997",9.629,272.657,8577.554,105590,8.003,4.447,3.197,31459.139,40.8
"1160","United States","1998",9.629,275.854,9062.818,179030,9.602,4.481,3.271,32853.677,NA
"1161","United States","1999",9.629,279.04,9630.664,289443,9.509,4.753,3.557,34513.562,NA
"1162","United States","2000",9.632,282.162,10252.345,350066,8.11,4.127,2.975,36334.909,40.4
"1163","United States","2001",9.632,284.969,10581.821,171471,7.933,0.998,0.004,37133.243,NA
"1164","United States","2002",9.632,287.625,10936.419,109466,4.452,1.742,0.802,38023.161,NA
"1165","United States","2003",9.632,290.108,11458.244,117106,4.404,2.861,1.981,39496.486,NA
"1166","United States","2004",9.632,292.805,12213.729,213641,5.742,3.799,2.843,41712.801,40.5
"1167","United States","2005",9.632,295.517,13036.64,142344,8.074,3.513,2.564,44114.748,NA
"1168","United States","2006",9.632,298.38,13814.611,298463,9.003,2.855,1.868,46298.731,NA
"1169","United States","2007",9.632,301.231,14451.859,346613,11.713,1.876,0.912,47975.968,41.1
"1170","United States","2008",9.832,304.094,14712.844,341092,8.175,-0.137,-1.077,48382.558,NA
"1171","United States","2009",9.832,306.772,14448.933,161083,5.513,-2.537,-3.387,47099.98,NA
"1172","United States","2010",9.832,309.326,14992.053,264039,-2.752,2.564,1.717,48466.823,40.4
"1173","United States","2011",9.832,311.58,15542.581,263497,6.683,1.551,0.816,49883.114,NA
"1174","United States","2012",9.832,313.874,16197.007,250345,4.902,2.25,1.502,51603.497,NA
"1175","United States","2013",9.832,316.058,16784.849,288131,4.501,1.842,1.138,53106.91,41
"1176","United States","2014",9.832,318.386,17521.747,251856,5.178,2.452,1.703,55032.958,NA
"1177","United States","2015",9.832,320.743,18219.298,509087,3.143,2.881,2.125,56803.472,NA
"1178","United States","2016",9.832,323.071,18707.188,494439,3.849,1.567,0.835,57904.202,41.5
"1179","United States","2017",9.832,325.147,19485.394,354649,4.802,2.217,1.564,59927.93,NA
"1180","United States","2018",9.832,327.167,20494.1,258390,4.074,2.857,2.222,62641.015,NA
